fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
277,7.70,0.260,0.40,1.10,0.042,9.0,60.0,0.991500,2.89,0.50,10.600000,5
278,6.80,0.320,0.34,1.20,0.044,14.0,67.0,0.991900,3.05,0.47,10.600000,4
279,7.00,0.300,0.49,4.70,0.036,17.0,105.0,0.991600,3.26,0.68,12.400000,7
280,7.00,0.240,0.36,2.80,0.034,22.0,112.0,0.990000,3.19,0.38,12.600000,8
281,6.10,0.310,0.58,5.00,0.039,36.0,114.0,0.990900,3.30,0.60,12.300000,8
282,6.80,0.440,0.37,5.10,0.047,46.0,201.0,0.993800,3.08,0.65,10.500000,4
283,6.70,0.340,0.30,15.60,0.054,51.0,196.0,0.998200,3.19,0.49,9.300000,5
284,7.10,0.350,0.24,15.40,0.055,46.0,198.0,0.998800,3.12,0.49,8.800000,5
285,7.30,0.320,0.25,7.20,0.056,47.0,180.0,0.996100,3.08,0.47,8.800000,5
286,6.50,0.280,0.33,15.70,0.053,51.0,190.0,0.997800,3.22,0.51,9.700000,6
287,7.20,0.230,0.39,14.20,0.058,49.0,192.0,0.997900,2.98,0.48,9.000000,7
288,7.20,0.230,0.39,14.20,0.058,49.0,192.0,0.997900,2.98,0.48,9.000000,7
289,7.20,0.230,0.39,14.20,0.058,49.0,192.0,0.997900,2.98,0.48,9.000000,7
290,7.20,0.230,0.39,14.20,0.058,49.0,192.0,0.997900,2.98,0.48,9.000000,7
291,5.90,0.150,0.31,5.80,0.041,53.0,155.0,0.994500,3.52,0.46,10.500000,6
292,7.40,0.280,0.42,19.80,0.066,53.0,195.0,1.000000,2.96,0.44,9.100000,5
293,6.20,0.280,0.22,7.30,0.041,26.0,157.0,0.995700,3.44,0.64,9.800000,7
294,9.10,0.590,0.38,1.60,0.066,34.0,182.0,0.996800,3.23,0.38,8.500000,3
295,6.30,0.330,0.27,1.20,0.046,34.0,175.0,0.993400,3.37,0.54,9.400000,6
296,8.30,0.390,0.70,10.60,0.045,33.0,169.0,0.997600,3.09,0.57,9.400000,5
297,7.20,0.190,0.46,3.80,0.041,82.0,187.0,0.993200,3.19,0.60,11.200000,7
298,7.50,0.170,0.44,11.30,0.046,65.0,146.0,0.997000,3.17,0.45,10.000000,6
299,6.70,0.170,0.50,2.10,0.043,27.0,122.0,0.992300,3.15,0.45,10.300000,6
300,6.10,0.410,0.00,1.60,0.063,36.0,87.0,0.991400,3.27,0.67,10.800000,6
301,8.30,0.200,0.35,0.90,0.050,12.0,74.0,0.992000,3.13,0.38,10.500000,6
302,6.10,0.410,0.00,1.60,0.063,36.0,87.0,0.991400,3.27,0.67,10.800000,6
303,6.00,0.290,0.21,1.30,0.055,42.0,168.0,0.991400,3.32,0.43,11.100000,6
304,7.30,0.410,0.24,6.80,0.057,41.0,163.0,0.994900,3.20,0.41,9.900000,6
305,7.30,0.410,0.24,6.80,0.057,41.0,163.0,0.994900,3.20,0.41,9.900000,6
306,7.20,0.430,0.24,6.70,0.058,40.0,163.0,0.995000,3.20,0.41,9.900000,5
307,7.30,0.400,0.24,6.70,0.058,41.0,166.0,0.995000,3.20,0.41,9.900000,6
308,6.20,0.330,0.27,4.90,0.036,30.0,134.0,0.992700,3.20,0.42,10.400000,7
309,6.20,0.310,0.26,4.80,0.037,36.0,148.0,0.992800,3.21,0.41,10.400000,6
310,6.10,0.360,0.27,2.10,0.035,16.0,100.0,0.991700,3.40,0.71,11.500000,7
311,5.00,0.550,0.14,8.30,0.032,35.0,164.0,0.991800,3.53,0.51,12.500000,8
312,7.80,0.250,0.41,3.70,0.042,37.0,149.0,0.995400,3.36,0.45,10.000000,6
313,5.70,0.360,0.21,6.70,0.038,51.0,166.0,0.994100,3.29,0.63,10.000000,6
314,5.80,0.340,0.21,6.60,0.040,50.0,167.0,0.994100,3.29,0.62,10.000000,5
315,6.80,0.280,0.60,1.10,0.132,42.0,127.0,0.993400,3.09,0.44,9.100000,6
316,6.80,0.250,0.34,4.70,0.031,34.0,134.0,0.992700,3.21,0.38,10.600000,6
317,6.60,0.240,0.35,7.70,0.031,36.0,135.0,0.993800,3.19,0.37,10.500000,5
318,5.90,0.300,0.47,7.85,0.030,19.0,133.0,0.993300,3.52,0.43,11.500000,7
319,6.10,0.125,0.25,3.30,0.040,10.0,69.0,0.993400,3.54,0.59,10.100000,6
320,6.00,0.100,0.24,1.10,0.041,15.0,65.0,0.992700,3.61,0.61,10.300000,7
321,6.60,0.240,0.35,7.70,0.031,36.0,135.0,0.993800,3.19,0.37,10.500000,5
322,6.80,0.250,0.34,4.70,0.031,34.0,134.0,0.992700,3.21,0.38,10.600000,6
323,6.80,0.280,0.44,9.30,0.031,35.0,137.0,0.994600,3.16,0.36,10.400000,6
324,8.30,0.410,0.51,2.00,0.046,11.0,207.0,0.993000,3.02,0.55,11.400000,5
325,7.50,0.270,0.31,5.80,0.057,131.0,313.0,0.994600,3.18,0.59,10.500000,5
326,7.90,0.260,0.41,15.15,0.040,38.0,216.0,0.997600,2.96,0.60,10.000000,6
327,6.40,0.340,0.23,6.30,0.039,37.0,143.0,0.994400,3.19,0.65,10.000000,6
328,6.50,0.280,0.35,15.40,0.042,55.0,195.0,0.997800,3.23,0.50,9.600000,6
329,7.20,0.210,0.41,1.30,0.036,33.0,85.0,0.992000,3.17,0.51,10.400000,5
330,6.40,0.320,0.35,4.80,0.030,34.0,101.0,0.991200,3.36,0.60,12.500000,8
331,6.80,0.240,0.34,4.60,0.032,37.0,135.0,0.992700,3.20,0.39,10.600000,5
332,6.30,0.230,0.30,1.80,0.033,16.0,91.0,0.990600,3.28,0.40,11.800000,6
333,6.50,0.280,0.34,9.90,0.038,30.0,133.0,0.995400,3.11,0.44,9.800000,5
334,5.60,0.260,0.26,5.70,0.031,12.0,80.0,0.992300,3.25,0.38,10.800000,5
335,6.30,0.230,0.30,1.80,0.033,16.0,91.0,0.990600,3.28,0.40,11.800000,6
336,6.30,0.230,0.33,1.50,0.036,15.0,105.0,0.991000,3.32,0.42,11.200000,6
337,5.80,0.270,0.27,12.30,0.045,55.0,170.0,0.997200,3.28,0.42,9.300000,6
338,5.90,0.260,0.40,1.30,0.047,12.0,139.0,0.994500,3.45,0.53,10.400000,5
339,6.60,0.180,0.35,1.50,0.049,49.0,141.0,0.993400,3.43,0.85,10.200000,7
340,7.40,0.200,0.43,7.80,0.045,27.0,153.0,0.996400,3.19,0.55,9.000000,7
341,8.00,0.240,0.36,1.50,0.047,17.0,129.0,0.994800,3.20,0.54,10.000000,6
342,6.40,0.260,0.42,9.70,0.044,30.0,140.0,0.996200,3.18,0.47,9.100000,6
343,5.40,0.310,0.47,3.00,0.053,46.0,144.0,0.993100,3.29,0.76,10.000000,5
344,5.40,0.290,0.47,3.00,0.052,47.0,145.0,0.993000,3.29,0.75,10.000000,6
345,7.10,0.145,0.33,4.60,0.050,33.0,131.0,0.994200,3.28,0.40,9.600000,6
346,5.60,0.340,0.10,1.30,0.031,20.0,68.0,0.990600,3.36,0.51,11.200000,7
347,6.70,0.190,0.41,15.60,0.056,75.0,155.0,0.999500,3.20,0.44,8.800000,6
348,7.80,0.180,0.46,13.60,0.052,38.0,118.0,0.998000,3.15,0.50,10.000000,6
349,7.60,0.170,0.45,11.20,0.054,56.0,137.0,0.997000,3.15,0.47,10.000000,5
350,6.30,0.120,0.36,2.10,0.044,47.0,146.0,0.991400,3.27,0.74,11.400000,7
351,7.30,0.330,0.40,6.85,0.038,32.0,138.0,0.992000,3.03,0.30,11.900000,7
352,5.50,0.335,0.30,2.50,0.071,27.0,128.0,0.992400,3.14,0.51,9.600000,6
353,7.30,0.330,0.40,6.85,0.038,32.0,138.0,0.992000,3.03,0.30,11.900000,7
354,5.80,0.400,0.42,4.40,0.047,38.5,245.0,0.993700,3.25,0.57,9.600000,6
355,7.30,0.220,0.37,14.30,0.063,48.0,191.0,0.997800,2.89,0.38,9.000000,6
356,7.30,0.220,0.37,14.30,0.063,48.0,191.0,0.997800,2.89,0.38,9.000000,6
357,6.10,0.360,0.33,1.10,0.050,24.0,169.0,0.992700,3.15,0.78,9.500000,6
358,10.00,0.200,0.39,1.40,0.050,19.0,152.0,0.994000,3.00,0.42,10.400000,6
359,6.90,0.240,0.34,4.70,0.040,43.0,161.0,0.993500,3.20,0.59,10.600000,6
360,6.40,0.240,0.32,14.90,0.047,54.0,162.0,0.996800,3.28,0.50,10.200000,6
361,7.10,0.365,0.14,1.20,0.055,24.0,84.0,0.994100,3.15,0.43,8.900000,5
362,6.80,0.150,0.30,5.30,0.050,40.0,127.0,0.994200,3.40,0.39,9.700000,6
363,7.30,0.220,0.37,14.30,0.063,48.0,191.0,0.997800,2.89,0.38,9.000000,6
364,6.80,0.160,0.40,2.30,0.037,18.0,102.0,0.992300,3.49,0.42,11.400000,7
365,6.00,0.260,0.32,3.50,0.028,29.0,113.0,0.991200,3.40,0.71,12.300000,7
366,6.00,0.180,0.27,1.50,0.089,40.0,143.0,0.992300,3.49,0.62,10.800000,6
367,6.90,0.330,0.21,1.00,0.053,39.0,148.0,0.992700,3.12,0.45,9.400000,6
368,7.70,0.290,0.48,2.30,0.049,36.0,178.0,0.993100,3.17,0.64,10.600000,6
369,7.10,0.390,0.35,12.50,0.044,26.0,72.0,0.994100,3.17,0.29,11.600000,5
370,6.90,0.330,0.21,1.00,0.053,39.0,148.0,0.992700,3.12,0.45,9.400000,6
371,7.70,0.290,0.48,2.30,0.049,36.0,178.0,0.993100,3.17,0.64,10.600000,6
372,6.60,0.905,0.19,0.80,0.048,17.0,204.0,0.993400,3.34,0.56,10.000000,5
373,7.20,0.270,0.27,2.40,0.048,30.0,149.0,0.993600,3.10,0.51,9.200000,6
374,5.10,0.330,0.22,1.60,0.027,18.0,89.0,0.989300,3.51,0.38,12.500000,7
375,5.10,0.330,0.22,1.60,0.027,18.0,89.0,0.989300,3.51,0.38,12.500000,7
376,6.40,0.310,0.28,1.50,0.037,12.0,119.0,0.991900,3.32,0.51,10.400000,7
377,7.30,0.200,0.44,1.40,0.045,21.0,98.0,0.992400,3.15,0.46,10.000000,7
378,5.70,0.320,0.50,2.60,0.049,17.0,155.0,0.992700,3.22,0.64,10.000000,6
379,6.40,0.310,0.28,1.50,0.037,12.0,119.0,0.991900,3.32,0.51,10.400000,7
380,7.30,0.200,0.44,1.40,0.045,21.0,98.0,0.992400,3.15,0.46,10.000000,7
381,7.20,0.280,0.26,12.50,0.046,48.0,179.0,0.997500,3.10,0.52,9.000000,6
382,7.50,0.350,0.28,9.60,0.051,26.0,157.0,0.996900,3.12,0.53,9.200000,6
383,7.20,0.270,0.27,2.40,0.048,30.0,149.0,0.993600,3.10,0.51,9.200000,6
384,6.00,0.360,0.39,3.20,0.027,20.0,125.0,0.991000,3.38,0.39,11.300000,7
385,5.10,0.330,0.22,1.60,0.027,18.0,89.0,0.989300,3.51,0.38,12.500000,7
386,5.00,0.170,0.56,1.50,0.026,24.0,115.0,0.990600,3.48,0.39,10.800000,7
387,6.30,0.390,0.35,5.90,0.040,82.5,260.0,0.994100,3.12,0.66,10.100000,5
388,6.70,0.210,0.32,5.40,0.047,29.0,140.0,0.995000,3.39,0.46,9.700000,6
389,7.00,0.300,0.38,14.90,0.032,60.0,181.0,0.998300,3.18,0.61,9.300000,7
390,7.00,0.300,0.38,14.90,0.032,60.0,181.0,0.998300,3.18,0.61,9.300000,7
391,6.50,0.360,0.32,1.10,0.031,13.0,66.0,0.991600,3.10,0.46,10.600000,5
392,6.10,0.550,0.15,9.80,0.031,19.0,125.0,0.995700,3.36,0.47,10.200000,6
393,7.30,0.240,0.43,2.00,0.021,20.0,69.0,0.990000,3.08,0.56,12.200000,6
394,6.80,0.370,0.51,11.80,0.044,62.0,163.0,0.997600,3.19,0.44,8.800000,5
395,6.80,0.270,0.12,1.30,0.040,87.0,168.0,0.992000,3.18,0.41,10.000000,5
396,8.20,0.280,0.42,1.80,0.031,30.0,93.0,0.991700,3.09,0.39,11.400000,5
397,6.30,0.200,0.40,1.50,0.037,35.0,107.0,0.991700,3.46,0.50,11.400000,6
398,5.90,0.260,0.27,18.20,0.048,52.0,168.0,0.999300,3.35,0.44,9.400000,5
399,6.40,0.190,0.42,2.90,0.032,32.0,83.0,0.990800,3.30,0.41,11.700000,6
400,6.30,0.200,0.40,1.50,0.037,35.0,107.0,0.991700,3.46,0.50,11.400000,6
401,6.80,0.370,0.51,11.80,0.044,62.0,163.0,0.997600,3.19,0.44,8.800000,5
402,6.10,0.350,0.07,1.40,0.069,22.0,108.0,0.993400,3.23,0.52,9.200000,5
403,7.10,0.270,0.31,18.20,0.046,55.0,252.0,1.000000,3.07,0.56,8.700000,5
404,6.80,0.220,0.31,6.30,0.035,33.0,170.0,0.991800,3.24,0.66,12.600000,6
405,6.80,0.270,0.12,1.30,0.040,87.0,168.0,0.992000,3.18,0.41,10.000000,5
406,5.80,0.280,0.34,4.00,0.031,40.0,99.0,0.989600,3.39,0.39,12.800000,7
407,6.90,0.490,0.24,1.20,0.049,13.0,125.0,0.993200,3.17,0.51,9.400000,5
408,6.30,0.140,0.39,1.20,0.044,26.0,116.0,0.992000,3.26,0.53,10.300000,6
409,8.20,0.280,0.42,1.80,0.031,30.0,93.0,0.991700,3.09,0.39,11.400000,5
410,7.20,0.250,0.39,18.95,0.038,42.0,155.0,0.999900,2.97,0.47,9.000000,6
411,7.30,0.280,0.36,12.70,0.040,38.0,140.0,0.998000,3.30,0.79,9.600000,6
412,7.20,0.190,0.39,1.20,0.036,32.0,85.0,0.991800,3.16,0.50,10.500000,5
413,7.20,0.190,0.39,1.20,0.036,32.0,85.0,0.991800,3.16,0.50,10.500000,5
414,7.20,0.250,0.39,18.95,0.038,42.0,155.0,0.999900,2.97,0.47,9.000000,6
415,7.30,0.280,0.36,12.70,0.040,38.0,140.0,0.998000,3.30,0.79,9.600000,6
416,7.40,0.210,0.27,1.20,0.041,27.0,99.0,0.992700,3.19,0.33,9.800000,6
417,6.80,0.260,0.22,7.70,0.047,57.0,210.0,0.995900,3.10,0.47,9.000000,5
418,7.40,0.210,0.27,1.20,0.041,27.0,99.0,0.992700,3.19,0.33,9.800000,6
419,7.40,0.310,0.28,1.60,0.050,33.0,137.0,0.992900,3.31,0.56,10.500000,6
420,7.00,0.220,0.31,2.70,0.030,41.0,136.0,0.989800,3.16,0.37,12.700000,7
421,7.00,0.210,0.28,8.70,0.045,37.0,222.0,0.995400,3.25,0.54,10.400000,6
422,7.00,0.210,0.28,8.60,0.045,37.0,221.0,0.995400,3.25,0.54,10.400000,6
423,7.00,0.210,0.28,8.60,0.045,37.0,221.0,0.995400,3.25,0.54,10.400000,6
424,6.90,0.230,0.38,8.30,0.047,47.0,162.0,0.995400,3.34,0.52,10.500000,7
425,7.00,0.210,0.28,8.70,0.045,37.0,222.0,0.995400,3.25,0.54,10.400000,6
426,7.00,0.210,0.28,8.60,0.045,37.0,221.0,0.995400,3.25,0.54,10.400000,6
427,6.80,0.290,0.50,13.30,0.053,48.0,194.0,0.997400,3.09,0.45,9.400000,5
428,7.80,0.210,0.27,1.20,0.051,20.0,89.0,0.993600,3.06,0.46,9.100000,5
429,7.10,0.310,0.47,13.60,0.056,54.0,197.0,0.997800,3.10,0.49,9.300000,5
430,6.80,0.290,0.50,13.30,0.053,48.0,194.0,0.997400,3.09,0.45,9.400000,5
431,6.40,0.340,0.10,1.10,0.048,19.0,84.0,0.992700,3.21,0.38,9.800000,5
432,7.40,0.155,0.34,2.30,0.045,73.5,214.0,0.993400,3.18,0.61,9.900000,7
433,7.20,0.550,0.09,1.50,0.108,16.0,151.0,0.993800,3.07,0.57,9.200000,4
434,7.00,0.230,0.36,7.10,0.028,31.0,104.0,0.992200,3.35,0.47,12.100000,8
435,6.90,0.200,0.37,6.20,0.027,24.0,97.0,0.992000,3.38,0.49,12.200000,7
436,6.10,0.280,0.32,2.50,0.042,23.0,218.5,0.993500,3.27,0.60,9.800000,5
437,6.60,0.160,0.32,1.40,0.035,49.0,186.0,0.990600,3.35,0.64,12.400000,8
438,7.40,0.155,0.34,2.30,0.045,73.5,214.0,0.993400,3.18,0.61,9.900000,7
439,6.20,0.350,0.04,1.20,0.060,23.0,108.0,0.993400,3.26,0.54,9.200000,5
440,6.70,0.220,0.37,1.60,0.028,24.0,102.0,0.991300,3.29,0.59,11.600000,7
441,6.10,0.380,0.20,6.60,0.033,25.0,137.0,0.993800,3.30,0.69,10.400000,6
442,6.00,0.250,0.28,2.20,0.026,54.0,126.0,0.989800,3.43,0.65,12.900000,8
443,6.60,0.520,0.44,12.20,0.048,54.0,245.0,0.997500,3.26,0.54,9.300000,6
444,6.90,0.240,0.36,20.80,0.031,40.0,139.0,0.997500,3.20,0.33,11.000000,6
445,7.10,0.320,0.32,11.00,0.038,16.0,66.0,0.993700,3.24,0.40,11.500000,3
446,5.80,0.280,0.27,2.60,0.054,30.0,156.0,0.991400,3.53,0.42,12.400000,5
447,6.50,0.410,0.24,14.00,0.048,24.0,113.0,0.998200,3.44,0.53,9.800000,6
448,6.50,0.410,0.24,14.00,0.048,24.0,113.0,0.998200,3.44,0.53,9.800000,6
449,6.40,0.280,0.29,1.60,0.052,34.0,127.0,0.992900,3.48,0.56,10.500000,7
450,7.20,0.600,0.20,9.90,0.070,21.0,174.0,0.997100,3.03,0.54,9.100000,5
451,6.10,0.200,0.25,1.20,0.038,34.0,128.0,0.992100,3.24,0.44,10.100000,5
452,5.90,0.460,0.14,2.70,0.042,27.0,160.0,0.993100,3.46,0.51,10.600000,7
453,6.00,0.270,0.27,1.60,0.046,32.0,113.0,0.992400,3.41,0.51,10.500000,7
454,6.40,0.280,0.29,1.60,0.052,34.0,127.0,0.992900,3.48,0.56,10.500000,7
455,6.40,0.410,0.24,14.00,0.048,24.0,113.0,0.998200,3.44,0.53,9.800000,6
456,6.30,0.230,0.31,1.50,0.022,11.0,82.0,0.989200,3.30,0.40,12.900000,7
457,7.10,0.210,0.27,8.60,0.056,26.0,111.0,0.995600,2.95,0.52,9.500000,5
458,6.00,0.370,0.32,1.00,0.053,31.0,218.5,0.992400,3.29,0.72,9.800000,6
459,6.10,0.430,0.35,9.10,0.059,83.0,249.0,0.997100,3.37,0.50,8.500000,5
460,7.10,0.210,0.27,8.60,0.056,26.0,111.0,0.995600,2.95,0.52,9.500000,5
461,7.00,0.250,0.29,15.20,0.047,40.0,171.0,0.998200,3.22,0.45,9.300000,5
462,5.90,0.250,0.19,12.40,0.047,50.0,162.0,0.997300,3.35,0.38,9.500000,5
463,6.80,0.320,0.21,2.20,0.044,15.0,68.0,0.993200,3.17,0.39,9.400000,6
464,7.20,0.390,0.62,11.00,0.047,66.0,178.0,0.997600,3.16,0.50,8.700000,5
465,6.30,0.210,0.58,10.00,0.081,34.0,126.0,0.996200,2.95,0.46,8.900000,5
466,7.00,0.140,0.32,9.00,0.039,54.0,141.0,0.995600,3.22,0.43,9.400000,6
467,6.80,0.320,0.21,2.20,0.044,15.0,68.0,0.993200,3.17,0.39,9.400000,6
468,7.20,0.390,0.62,11.00,0.047,66.0,178.0,0.997600,3.16,0.50,8.700000,5
469,7.20,0.290,0.53,18.15,0.047,59.0,182.0,0.999200,3.09,0.52,9.600000,5
470,8.60,0.370,0.70,12.15,0.039,21.0,158.0,0.998300,3.00,0.73,9.300000,6
471,6.50,0.380,0.34,3.40,0.036,34.0,200.0,0.993700,3.14,0.76,10.000000,5
472,6.60,0.240,0.29,2.00,0.023,19.0,86.0,0.990000,3.25,0.45,12.500000,6
473,7.00,0.170,0.31,4.80,0.034,34.0,132.0,0.994400,3.36,0.48,9.600000,7
474,5.50,0.160,0.22,4.50,0.030,30.0,102.0,0.993800,3.24,0.36,9.400000,6
475,7.00,0.240,0.51,11.00,0.029,55.0,227.0,0.996500,3.03,0.61,9.500000,5
476,7.40,0.280,0.36,1.10,0.028,42.0,105.0,0.989300,2.99,0.39,12.400000,7
477,7.00,0.220,0.28,1.50,0.037,29.0,115.0,0.992700,3.11,0.55,10.500000,6
478,7.10,0.550,0.13,1.70,0.073,21.0,165.0,0.994000,2.97,0.58,9.200000,6
479,6.30,0.220,0.33,1.70,0.041,67.0,164.0,0.992800,3.32,0.56,10.400000,6
480,6.70,0.470,0.34,8.90,0.043,31.0,172.0,0.996400,3.22,0.60,9.200000,5
481,5.90,0.360,0.41,1.30,0.047,45.0,104.0,0.991700,3.33,0.51,10.600000,6
482,5.80,0.250,0.24,13.30,0.044,41.0,137.0,0.997200,3.34,0.42,9.500000,5
483,6.70,0.470,0.34,8.90,0.043,31.0,172.0,0.996400,3.22,0.60,9.200000,5
484,6.20,0.370,0.30,6.60,0.346,79.0,200.0,0.995400,3.29,0.58,9.600000,5
485,6.20,0.180,0.38,1.50,0.028,36.0,117.0,0.993000,3.47,0.54,9.700000,6
486,6.00,0.160,0.37,1.50,0.025,43.0,117.0,0.992800,3.46,0.51,9.700000,6
487,6.60,0.340,0.28,1.30,0.035,32.0,90.0,0.991600,3.10,0.42,10.700000,6
488,7.40,0.290,0.29,1.60,0.045,53.0,180.0,0.993600,3.34,0.68,10.500000,6
489,7.40,0.260,0.31,7.60,0.047,52.0,177.0,0.996200,3.13,0.45,8.900000,6
490,7.00,0.280,0.36,1.00,0.035,8.0,70.0,0.989900,3.09,0.46,12.100000,6
491,7.10,0.230,0.39,1.60,0.032,12.0,65.0,0.989800,3.25,0.40,12.700000,7
492,7.80,0.190,0.26,8.90,0.039,42.0,182.0,0.996000,3.18,0.46,9.900000,6
493,6.30,0.190,0.28,1.80,0.022,28.0,158.0,0.990700,3.20,0.64,11.400000,6
494,6.80,0.200,0.38,4.70,0.040,27.0,103.0,0.994000,3.37,0.58,10.700000,6
495,5.70,0.440,0.13,7.00,0.025,28.0,173.0,0.991300,3.33,0.48,12.500000,6
496,7.20,0.400,0.62,10.80,0.041,70.0,189.0,0.997600,3.08,0.49,8.600000,4
497,6.80,0.230,0.32,1.60,0.026,43.0,147.0,0.990400,3.29,0.54,12.500000,6
498,5.70,0.335,0.34,1.00,0.040,13.0,174.0,0.992000,3.27,0.66,10.000000,5
499,7.20,0.400,0.62,10.80,0.041,70.0,189.0,0.997600,3.08,0.49,8.600000,4
500,7.20,0.280,0.54,16.70,0.045,54.0,200.0,0.999000,3.08,0.49,9.500000,6
501,6.80,0.190,0.58,14.20,0.038,51.0,164.0,0.997500,3.12,0.48,9.600000,6
502,6.40,0.300,0.30,2.25,0.038,8.0,210.0,0.993700,3.20,0.62,9.900000,6
503,6.50,0.300,0.29,2.25,0.037,8.0,210.0,0.993700,3.19,0.62,9.900000,5
504,7.80,0.180,0.31,12.20,0.053,46.0,140.0,0.998000,3.06,0.53,8.900000,6
505,7.80,0.180,0.31,12.20,0.053,46.0,140.0,0.998000,3.06,0.53,8.900000,6
506,7.30,0.510,0.26,3.30,0.090,7.0,135.0,0.994400,3.01,0.52,8.800000,5
507,6.00,0.240,0.27,1.90,0.048,40.0,170.0,0.993800,3.64,0.54,10.000000,7
508,5.90,0.620,0.28,3.50,0.039,55.0,152.0,0.990700,3.44,0.44,12.000000,6
509,6.00,0.240,0.27,1.90,0.048,40.0,170.0,0.993800,3.64,0.54,10.000000,7
510,6.70,0.270,0.12,1.30,0.041,62.0,138.0,0.992100,3.21,0.42,10.000000,6
511,7.80,0.340,0.35,1.80,0.042,8.0,167.0,0.990800,3.11,0.41,12.100000,6
512,7.30,0.260,0.36,5.20,0.040,31.0,141.0,0.993100,3.16,0.59,11.000000,6
513,7.40,0.360,0.33,1.40,0.025,27.0,55.0,0.991500,3.21,0.33,11.200000,6
514,7.80,0.280,0.32,9.00,0.036,34.0,115.0,0.995200,3.17,0.39,10.300000,7
515,6.10,0.310,0.26,2.20,0.051,28.0,167.0,0.992600,3.37,0.47,10.400000,6
516,6.80,0.180,0.37,1.60,0.055,47.0,154.0,0.993400,3.08,0.45,9.100000,5
517,7.40,0.150,0.42,1.70,0.045,49.0,154.0,0.992000,3.00,0.60,10.400000,6
518,5.90,0.130,0.28,1.90,0.050,20.0,78.0,0.991800,3.43,0.64,10.800000,6
519,7.20,0.340,0.34,12.60,0.048,7.0,41.0,0.994200,3.19,0.40,11.700000,5
520,7.90,0.190,0.26,2.10,0.039,8.0,143.0,0.994200,3.05,0.74,9.800000,5
521,7.90,0.190,0.26,2.10,0.039,8.0,143.0,0.994200,3.05,0.74,9.800000,5
522,6.90,0.250,0.40,1.30,0.038,22.0,101.0,0.990100,3.03,0.39,11.400000,6
523,5.80,0.360,0.32,1.70,0.033,22.0,96.0,0.989800,3.03,0.38,11.200000,6
524,5.60,0.350,0.37,1.00,0.038,6.0,72.0,0.990200,3.37,0.34,11.400000,5
525,5.90,0.320,0.39,3.30,0.114,24.0,140.0,0.993400,3.09,0.45,9.200000,6
526,7.20,0.310,0.46,5.00,0.040,3.0,29.0,0.990600,3.04,0.53,12.500000,4
527,6.10,0.280,0.22,1.80,0.034,32.0,116.0,0.989800,3.36,0.44,12.600000,6
528,5.20,0.360,0.02,1.60,0.031,24.0,104.0,0.989600,3.44,0.35,12.200000,6
529,5.60,0.190,0.47,4.50,0.030,19.0,112.0,0.992200,3.56,0.45,11.200000,6
530,6.40,0.100,0.35,4.90,0.048,31.0,103.0,0.994700,3.43,0.79,9.700000,6
531,6.40,0.180,0.48,4.00,0.186,64.0,150.0,0.994500,3.06,0.40,9.300000,5
532,7.40,0.250,0.36,13.20,0.067,53.0,178.0,0.997600,3.01,0.48,9.000000,6
533,7.40,0.250,0.36,13.20,0.067,53.0,178.0,0.997600,3.01,0.48,9.000000,6
534,7.40,0.250,0.36,13.20,0.067,53.0,178.0,0.997600,3.01,0.48,9.000000,6
535,7.90,0.345,0.51,15.30,0.047,54.0,171.0,0.998700,3.09,0.51,9.100000,5
536,7.90,0.345,0.51,15.30,0.047,54.0,171.0,0.998700,3.09,0.51,9.100000,5
537,7.40,0.250,0.36,13.20,0.067,53.0,178.0,0.997600,3.01,0.48,9.000000,6
538,6.10,0.240,0.30,1.50,0.045,22.0,61.0,0.992000,3.31,0.54,10.400000,5
539,6.80,0.250,0.24,4.55,0.053,41.0,211.0,0.995500,3.37,0.67,9.500000,6
540,6.70,0.310,0.31,9.90,0.040,10.0,175.0,0.995300,3.46,0.55,11.400000,4
541,7.20,0.460,0.65,10.40,0.050,76.0,192.0,0.997600,3.16,0.42,8.700000,5
542,5.50,0.350,0.35,1.10,0.045,14.0,167.0,0.992000,3.34,0.68,9.900000,6
543,6.70,0.240,0.41,8.70,0.036,29.0,148.0,0.995200,3.22,0.62,9.900000,6
544,6.80,0.280,0.17,13.90,0.047,49.0,162.0,0.998300,3.21,0.51,9.000000,6
545,6.40,0.160,0.22,1.40,0.040,41.0,149.0,0.993300,3.49,0.58,10.000000,6
546,6.30,0.260,0.24,7.20,0.039,38.0,172.0,0.995800,3.49,0.64,9.700000,6
547,7.70,0.220,0.42,1.90,0.052,10.0,87.0,0.992200,3.30,0.49,11.800000,6
548,6.50,0.180,0.31,1.70,0.044,30.0,127.0,0.992800,3.49,0.50,10.200000,7
549,7.20,0.460,0.65,10.40,0.050,76.0,192.0,0.997600,3.16,0.42,8.700000,5
550,7.00,0.300,0.51,13.60,0.050,40.0,168.0,0.997600,3.07,0.52,9.600000,7
551,9.20,0.250,0.34,1.20,0.026,31.0,93.0,0.991600,2.93,0.37,11.300000,7
552,7.80,0.280,0.34,1.60,0.028,32.0,118.0,0.990100,3.00,0.38,12.100000,7
553,7.00,0.300,0.51,13.60,0.050,40.0,168.0,0.997600,3.07,0.52,9.600000,7
554,7.80,0.280,0.34,1.60,0.028,32.0,118.0,0.990100,3.00,0.38,12.100000,7
